temp_id,address,countries_scope,lat,lon,name,phone,url
51,"norwegian college of veterinary medicineoslo, norway",NO,,,"department of pharmacology, microbiology and food hygiene",,
52,"haukeland university hospitalbergen, norway",NO,,,"norwegian centre for maritime medicine, department of occuaptional health",,
53,"university hospital of northern norway and university of tromsøtromsø, norway",NO,,,department of pathology,,
54,"n-, 9037, tromsø, norway",NO,,,"institute of pharmacy, faculty of medicine, university of tromsø",,
55,"norwegian university of science and technologytrondheim, norway",NO,,,department of circulation and medical imaging,,
56,"national institute of public healthoslo, norway",NO,,,department of environmental medicine,,
57,"n-, 7055, dragvoll, norway",NO,,,"department of chemistry, university of trondheim, avh",,
58,"norwegian university of science and technologytrondheim, norway",NO,,,department of chemistry,,
59,"stavanger university hospitalstavanger, norway",NO,,,"moodnet research group, division of psychiatry",,
60,"pilestredet 52, 0167, oslo, norway",NO,,,"department of education, early childhood education, oslo university college",,
61,"norwegian institute for nature researchtrondheim, norway",NO,,,,,
62,"department of microbiology ullevål university hospitaloslo, norway",NO,,,,,
63,"service box 416, 4604, kristiansand, norway",NO,,,"medical department, sorlandet hospital kristiansand",,
64,"biotechnology and food sciencenorwegian university of life sciences ås, norway",NO,,,"laboratory of microbial gene technology and food microbiology, department of chemistry",,
65,"biotechnology and food sciencenorwegian university of life sciences ås, norway",NO,,,"laboratory of microbial gene technology and food microbiology, department of chemistry",,
66,"norwegian university of life sciencesåsnorway; acd pharmaceuticals asleknes, norway",NO,,,"laboratory of microbial gene technology and food microbiology, department of chemistry, biotechnology and food science",,
67,"norwegian university of life sciencesåsnorway; tine saoslo, norway",NO,,,"laboratory of microbial gene technology and food microbiology, department of chemistry, biotechnology and food science",,
68,"university of bergenbergen, norway",NO,,,"department of public health and primary health care, physiotherapy research group",,
69,"oslo university hospitalullevål, norway",NO,,,department of microbiology,,
70,"national institute of public healthoslo, norway",NO,,,,,
71,"sunnaas rehabilitation hospitaloslo, norway",NO,,,department of brain injury,,
72,"department of neurologyuniversity of trondheim-nth, norway",NO,,,,,
73,"university of bergen, 5021, n- bergen, norway",NO,,,centre for international health,,
74,"national hospitalrikshospitalet, norway",NO,,,"department of obstetrics & gynaecology, university of oslo",,
75,"montebello, 0310, n- oslo, norway",NO,,,"institute for cancer research, molecular medicine group",,
76,"chrisitesgt 13, 5015, bergen, norway",NO,,,"research centre, university of bergen",,
77,"institute of clinical medicine, 0310, n-0316 oslo, norway",NO,,,"department of pathology, norwegian radium hospital, oslo university hospital, n- oslo, norway; university of oslo, faculty of medicine",,
78,"oslo university hospital, 0310, n- oslo, norway",NO,,,"department of pathology, norwegian radium hospital",,
79,"oslo university hospital, 0310, n- oslo, norway",NO,,,"department of pathology, norwegian radium hospital",,
80,"osloveien 1, 1430, n- as, norway",NO,,,"matforsk, norwegian food research institute",,
81,"department of animal scienceagricultural university of norway, norway",NO,,,,,
82,"department of biochemistryuniversity of bergen, norway",NO,,,,,
83,"norwegian university of science and technology, 7491, n- trondheim, norway",NO,,,department of physics,,
84,"tromsø, 9037, n-, norway",NO,,,the arctic university of norway,,
85,"vestfold hospital trust, 3103, tønsberg, norway",NO,,,division of pre-hospital services,,
86,"tromsø, 9037, n-, norway",NO,,,"anaesthesia and critical care research group, department of clinical medicine, uit - the arctic university of norway",,
87,"oslo university hospital, 0424, oslo n-, norway",NO,,,"norwegian national advisory unit on trauma, division of emergencies and critical care",,
87,"department of pediatricsuniversity hospital of trondheim, norway",NO,,,,,
88,"pob  blindern, 1046, n-0316 oslo, norway",NO,,,"department of nutrition, faculty of medicine, university of oslo",,
89,"university of oslooslo, norway",NO,,,"department of medical biochemistry, oslo university hospital, oslo, norway; lovisenberg diakonale hospital, oslo, norway; institute of basic medical sciences",,
90,"western norway university of applied sciencesbergen, norway",NO,,,"centre for evidence-based practice, faculty of health and social sciences",,
91,"university of bergenbergen, norway",NO,,,"department of health promotion and development, faculty of psychology",,
91,"university of bergenbergen, norway",NO,,,"department of psychosocial science, faculty of psychology",,
92,"western norway university of applied sciencesbergen, norway",NO,,,"department of health and caring sciences, faculty of health and social sciences",,
93,"western norway university of applied sciencesbergen, norway",NO,,,"department of health and caring sciences, faculty of health and social sciences",,
94,"university of bergenbergen, norway",NO,,,"department of psychosocial science, faculty of psychology",,
95,"university of bergenbergen, norway",NO,,,"department of health promotion and development, faculty of psychology",,
96,"western norway university of applied sciencesbergen, norway",NO,,,"centre for evidence-based practice, faculty of health and social sciences",,
97,"university of oslooslo, norway",NO,,,"department of behavioural science in medicine, institute of basic medical sciences, faculty of medicine",,
98,"montebello, 0310, oslo, norway",NO,,,"department of radiation biology, institute for cancer research, rikshospitalet-radiumhospitalet medical center, the norwegian radium hospital",,
99,"university of bergenbergen, norway",NO,,,"section of pathology, the gade institute",,
100,"norwegian school of sport sciencesoslo, norway",NO,,,department of sports medicine,,
101,"department of paediatricstrondheim university hospital, norway",NO,,,,,
102,"norwegian university of science and technology, 7006, trondheim, norway",NO,,,"department of cancer research and molecular medicine, faculty of medicine",,
103,"stavanger university hospitalstavanger, norway",NO,,,the norwegian centre for movement disorders,,
104,"trondheim university hospitals (ntnu)trondheim, norway",NO,,,"department of neurology, st. olav's hospital",,
105,"national institute of public healthoslo, norway",NO,,,department of immunology,,
106,"po box  blindern, 1068, n-0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
107,"po box  blindern, 1068, n-0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
108,"po box  blindern, 1068, n-0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
109,"n-1432, 5003, aas, norway",NO,,,"department of chemistry, biotechnology and food sciences, norwegian university of life sciences, po box ",,
110,"po box  blindern, 1033, no-0315 oslo, norway",NO,,,"department of chemistry, university of oslo",,
111,"po box  blindern, 1033, no-0315 oslo, norway",NO,,,"department of chemistry, university of oslo",,
112,"uit the arctic university of norwaytromsø, norway",NO,,,"department of medical biology, faculty of health sciences",,
113,"uit the arctic university of norwaytromsø, norway",NO,,,"department of medical biology, faculty of health sciences",,
114,"po box  blindern, 1068, n-0316 oslo, norway",NO,,,"department of pharmaceutical biosciences, school of pharmacy, university of oslo",,
115,"university of oslo and oslo university hospital, 1068, oslo, norway",NO,,,"department of pharmaceutical biosciences, school of pharmacy, university of oslo, po box  blindern, n-0316 oslo, norway; department of pharmacology, institute of clinical medicine, faculty of medicine",,
116,"po box  blindern, 1068, n-0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
117,"university of tromsøtromsø, norway",NO,,,"department of clinical medicine, hematologic research group (herg)",,
118,"oslo university collegeoslo, norway",NO,,,faculty of nursing,,
119,"university of oslooslo, norway",NO,,,department of chemistry,,
120,"university of oslooslo, norway",NO,,,department of chemistry,,
121,"the national hospitaloslo, norway",NO,,,"laboratory for immunohistochemistry and immunopathology (liipat), institute of pathology",,
122,"norsvinhamar, norway",NO,,,research and development,,
123,"norwegian university of life sciencesås, norway",NO,,,department of animal and aquacultural sciences,,
123,"norsvinhamar, norway",NO,,,research and development,,
124,"norsvinhamar, norway",NO,,,research and development,,
125,"norwegian university of life sciencesås, norway",NO,,,department of animal and aquacultural sciences,,
126,"norwegian university of life sciencesås, norway",NO,,,department of animal and aquacultural sciences,,
127,"norsvinhamar, norway",NO,,,research and development,,
128,"university of oslooslo, norway",NO,,,"institute of clinical medicine, faculty of medicine",,
129,"norwegian university of science and technologytrondheim, norway",NO,,,department of neuromedicine and movement science (inb),,
130,"norwegian university of science and technologytrondheim, norway",NO,,,department of psychology,,
130,"norwegian university of science and technologytrondheim, norway",NO,,,department of psychology,,
131,"norwegian university of science and technologytrondheim, norway",NO,,,department of neuromedicine and movement science (inb),,
132,"center for mothers with rheumatic diseaseuniversity hospital of trondheim, norway",NO,,,department of rheumatology,,
133,"university of oslo, 0310, oslo, norway",NO,,,"department of pathology, the norwegian radium hospital",,
134,"department of landscape architecture and spatial planningnorwegian university of life sciences, norway",NO,,,,,
135,"division of mental healthnorwegian institute of public health, norway",NO,,,,,
136,"university of oslooslo, norway",NO,,,"5 section of sti, olafia clinic, oslo university hospital, faculty of medicine",,
137,"university of oslooslo, norway",NO,,,"department of nutrition, institute of basic medical sciences",,
138,"norges teknisk-naturvitenskapelige universitet, 7489, trondheim, norway",NO,,,"regional komité for medisinsk og helsefaglig forskning, midt-norge medisinsk teknisk forskningssenter",,
139,"oslo university collegeoslo, norway",NO,,,faculty of health sciences,,
140,"region east and southoslo, norway",NO,,,regional center for child and adolescent psychiatry,,
141,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
142,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
143,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
144,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
145,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
146,"p. o. box  blindern, 1068, 0316 oslo, norway",NO,,,"department of pharmaceutical chemistry, school of pharmacy, university of oslo",,
147,"ullevål hospitaloslo, norway",NO,,,bacteriological/virological laboratory and the pediatric department,,
148,"akershus university hospitallørenskog, norway",NO,,,department of obstetrics and gynecology,,
149,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
149,"akershus university hospitallørenskog, norway",NO,,,department of obstetrics and gynecology,,
150,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
150,"akershus university hospitallørenskog, norway",NO,,,department of obstetrics and gynecology,,
151,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
151,"norwegian university of science and technologytrondheim, norway",NO,,,department of public health,,
152,"akershus university hospitallørenskog, norway",NO,,,department of obstetrics and gynecology,,
153,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
153,"section for medical informatics and statisticsuniversity of bergen, norway",NO,,,,,
154,"university of oslooslo, norway",NO,,,norwegian centre for addiction research,,
155,"norwegian university of science and technologytrondheim, norway",NO,,,"section for forensic psychiatry, brøset, and department of psychiatry and behavioural medicine",,
156,"national institute of occupational healthoslo, norway",NO,,,,,
157,"national institute of occupational healthoslo, norway",NO,,,,,
158,"national institute of occupational healthoslo, norway",NO,,,,,
159,"university of oslooslo, norway",NO,,,department of chemistry,,
160,"institute of community medicineuniversity of tromsø, norway",NO,,,,,
161,"norwegian university of science and technology, 7491, no- trondheim, norway",NO,,,industrial ecology programme and department of hydraulic and environmental engineering,,
162,"ahslillehammer, norway",NO,,,lillehammer university college,,
163,"postboks  etterstad, 6167, 0602 oslo, norway",NO,,,"norwegian medicines agency, stroemsveien 96",,
164,"ullevåloslo, norway",NO,,,"department of gynecology, oslo university hospital",,
165,"norwegian university of science and technologytrondheim, norway",NO,,,department of physics,,
166,"ullevâl stadionoslo, norway",NO,,,norwegian university of sport and physical education,,
167,"university of oslooslo, norway",NO,,,"department of gynecologic oncology, oslo university hospital, the norwegian radium hospital, oslo, norway; institute of clinical medicine, faculty of medicine",,
168,"the norwegian radium hospitaloslo, norway",NO,,,"department of gynecologic oncology, oslo university hospital",,
169,"university of oslooslo, norway",NO,,,"department of biostatistics, epidemiology and health care economics",,
170,"university of oslooslo, norway",NO,,,"national resource centre for late effects after cancer treatment, oslo university hospital, the norwegian radium hospital, oslo, norway; institute of clinical medicine, faculty of medicine",,
171,"university of bergenhaukeland hospital, norway",NO,,,department of neurology,,
172,"university of bergen, 5020, n- bergen, norway",NO,,,department of clinical medicine,,
173,"university of oslooslo, norway",NO,,,"adepartment of global public health and primary care, university of bergen bnorwegian center for minority health research cdepartment for health and society",,
174,"pb. 952, 2604, lillehammer, norway",NO,,,lillehammer university college,,
175,"department of biological and medical psychologyuniversity of bergen, norway",NO,,,,,
176,"department of microbiologyuniversity of trondheim, norway",NO,,,,,
177,"university of tromsø, 9037, n- tromsø, norway",NO,,,"department of otolaryngology, institute of clinical medicine",,
178,"university of oslo, 0349, oslo, norway",NO,,,biotechnology centre of oslo,,
179,"po box 422, 4604, kristiansand, norway",NO,,,"department of public health, sport and nutrition, faculty of health and sport sciences, university of agder",,
180,"po box 422, 4604, kristiansand, norway",NO,,,"department of public health, sport and nutrition, faculty of health and sport sciences, university of agder",,
181,"po box 422, 4604, kristiansand, norway",NO,,,"department of public health, sport and nutrition, faculty of health and sport sciences, university of agder",,
182,"po box 422, 4604, kristiansand, norway",NO,,,"department of public health, sport and nutrition, faculty of health and sport sciences, university of agder",,
183,"faculty of medicineuniversity of oslo, norway",NO,,,"section for drug abuse research, department of forensic sciences, oslo university hospital, norway; institute of basic medical sciences",,
184,"faculty of mathematics and natural sciencesuniversity of oslo, norway",NO,,,"section for drug abuse research, department of forensic sciences, oslo university hospital, norway; department of pharmaceutical biosciences, school of pharmacy",,
185,"faculty of medicineuniversity of oslo, norway",NO,,,"section for drug abuse research, department of forensic sciences, oslo university hospital, norway; institute of clinical medicine",,
186,"norway; norwegian institute of public healthoslo, norway",NO,,,"institute of clinical medicine, faculty of medicine, university of oslo",,
187,"mattilsynetseksjon for primærproduksjon, norway",NO,,,,,
188,"osloveien 1, 1430, as, norway",NO,,,matforsk norwegian food research institute,,
189,"the national hospitaloslo, norway",NO,,,"department of paediatrics, rikshospitalet",,
190,"university of tromsøtromsø, norway",NO,,,"department of health and care sciences, faculty of health sciences",,
191,"university of bergenhaukeland hospital, norway",NO,,,medical department a,,
192,"university of bergenbergen, norway",NO,,,department of biomedicine,,
193,"ullevaal university hospitaloslo, norway",NO,,,department of radiology,,
194,"diakonhjemmet hospitaloslo, norway",NO,,,department of rheumatology,,
195,"the norwegian school of sport sciencesoslo, norway",NO,,,department of physical performance,,
196,"norwegian school of health sciencesoslo, norway",NO,,,"osteopathic education development, british school of osteopathy, london, uk; institute of osteopathy",,
197,"university of oslo, 0316, n- oslo, norway",NO,,,"centre for ecological and evolutionary synthesis (cees), department of biosciences",,
198,"oslo university hospitaloslo, norway",NO,,,"national center for epilepsy, division of surgery and neuroscience",,
199,"oslo university hospitaloslo, norway",NO,,,department of anesthesiology,,
200,"jonas lies vei 91, 5011, bergen, norway",NO,,,"department of biological and medical psychology, university of bergen",,
201,"institute for animal scienceagricultural university, norway",NO,,,,,
202,"blindern, 0316, oslo, norway",NO,,,"department of biochemistry, university of oslo",,
203,"haukeland university hospitalbergen, norway",NO,,,"department of clinical science, university of bergen, bergen, norway; department of thoracic medicine",,
204,"bergen, 7803, n-5020, norway",NO,,,"department of biology, university of bergen, po box ",,
205,"university o f bergenbergen, norway",NO,,,centre for international health,,
206,"department of neurosciencethe norwegian university of science and technology, norway",NO,,,,,
207,"n-1432, 5051, as, norway",NO,,,"laboratory of microbial gene technology, department of chemistry and biotechnology, agricultural university of norway, p.o. box ",,
208,"university of bergenbergen, norway",NO,,,department of biological and medical psychology,,
209,"university of bergenhaukeland sykehus, norway",NO,,,department of ophthalmology,,
210,"institute of medical biologyuniversity of tromsø, norway",NO,,,,,
211,"stavanger university hospitalstavanger, norway",NO,,,department of anesthesia and intensive care,,
212,"university of oslooslo, norway",NO,,,"department of pediatric research, oslo university hospital",,
213,"university of tromsø, 9037, n- tromsø, norway",NO,,,institute for physics and technology,,
214,"molde university collegemolde, norway",NO,,,institute of health science,,
215,"university of oslooslo, norway",NO,,,department of biostatistics,,
216,"department of physical medicine and rehabilitationuniversity of tromsö, norway",NO,,,,,
217,"montebellooslo, norway",NO,,,"department of medical physics, norwegian radium hospital",,
218,"dragvoll, 7491, trondheim, norway",NO,,,"department of social work and health science, norwegian university of science and technology",,
219,"p.o. box 115, 1431, no- ås, norway",NO,,,"norwegian institute of bioeconomy research (nibio), biotechnology and plant health division",,
220,"university of oslo, 0310, oslo, norway",NO,,,"department of genetics, institute for cancer research, oslo university hospital, radiumhospitalet, montebello, and department of biostatistics, institute of basic medical science",,
221,"department of psychiatryuniversity of oslo, norway",NO,,,,,
222,"oslo university hospital, 0379, oslo, norway",NO,,,"department of pathology, radiumhospitalet",,
223,"oslo university hospital, 0379, oslo, norway",NO,,,"department of pathology, radiumhospitalet",,
224,"university of bergenbergen, norway",NO,,,"department of global public health and primary care, faculty of medicine",,
225,"university of bergenbergen, norway",NO,,,"department of psychosocial science, faculty of psychology",,
226,"university of bergenbergen, norway",NO,,,"department of clinical psychology, faculty of psychology",,
227,"university of bergenbergen, norway",NO,,,"department of psychosocial science, faculty of psychology",,
228,"ullevaal hospitaluniversity of oslo, norway",NO,,,orthopaedic department,,
229,"department of sociology and political sciencenorwegian university of science and technology and sintef health research, norway",NO,,,,,
230,"barneklinikkenhaukeland sykehus, norway",NO,,,department of paediatrics,,
231,"norwegian university of science and technology (ntnu), 7489, trondheim n-, norway",NO,,,department of neuroscience,,
232,"university of bergenbergen, norway",NO,,,department of psychosocial science,,
233,"institute of applied social researchoslo, norway",NO,,,,,
234,"n-0033, 8149, oslo, norway",NO,,,"department of physiology, national institute of occupational health, p.o.box  dep.",,
235,"norwegian institute for water research (niva), 0349, n- oslo, norway",NO,,,,,
236,"soerlandet sykehus hfkristiansand, norway",NO,,,department of pathology and 3department of oncology,,
237,"aker hospitaloslo, norway",NO,,,department of vascular surgery,,
238,"vestfold hospital trusttønsberg, norway",NO,,,department for cardiology,,
239,"university of oslooslo, norway",NO,,,"department of cardiology, oslo university hospital, ullevaal and faculty of medicine",,
240,"university of oslooslo, norway",NO,,,"department of behavioural science in medicine, faculty of medicine",,
241,"oslo university hospitaloslo, norway",NO,,,"oslo centre for biostatistics and epidemiology, research support services",,
242,"oslo university hospitaloslo, norway",NO,,,clinical trial unit health economics,,
243,"oslo university hospitaloslo, norway",NO,,,department of pharmacology,,
244,"lhl hospital gardermoengardermoen, norway",NO,,,lhl department of cardiology,,
245,"sørlandet hospital arendalarendal, norway",NO,,,department of cardiology,,
246,"rikshospitaletoslo, norway",NO,,,"department of cardiology, oslo university hospital",,
247,"akershus university hospital ahuslørenskog, norway",NO,,,department of cardiology,,
248,"stavanger university hospitalstavanger, norway",NO,,,department of cardiology,,
249,"haukeland university hospitalbergen, norway",NO,,,department of heart disease,,
250,"university hospital of north norway and the arctic university of norwaytromsø, norway",NO,,,department of cardiology,,
251,"st olavs university hospitaltrondheim, norway",NO,,,clinic of cardiology,,
252,"university of oslooslo, norway",NO,,,"oslo university hospital, ullevaal and faculty of medicine",,
253,"rikshospitaletoslo, norway",NO,,,"department of cardiology, oslo university hospital",,
254,"university of oslooslo, norway",NO,,,"department of behavioural science in medicine, faculty of medicine",,
255,"university of oslooslo, norway",NO,,,"department of cardiology, oslo university hospital, ullevaal and faculty of medicine",,
256,"norwegian university of science and technologytrondheim, norway",NO,,,"section of pathology, department of laboratory medicine, st. olav's hospital, university hospital",,
257,"norwegian university of science and technologytrondheim, norway",NO,,,department of circulation and medical imaging,,
258,"norwegian university of science and technologytrondheim, norway",NO,,,"faculty of medicine, department of cancer research and molecular medicine",,
259,"jgofs international project officebergen, norway",NO,,,,,
260,"ullevål hospitaloslo, norway",NO,,,dept. of cardiology,,
261,"ullevål hospitaloslo, norway",NO,,,department of ophthalmology,,
262,"oslo university hospitaloslo, norway",NO,,,department of endocrinology,,
263,"kirkeveien 166, 0407, oslo, norway",NO,,,"department of anaesthesiology, ullevål university hospital",,
264,"oslo university hospital-the norwegian radium hospitaloslo, norway",NO,,,"department of genetics, institute for cancer research",,
265,"oslo university hospital-the norwegian radium hospitaloslo, norway",NO,,,"department of genetics, institute for cancer research",,
266,"oslo university hospital-the norwegian radium hospitaloslo, norway",NO,,,"department of genetics, institute for cancer research",,
267,"institute of clinical medicineuniversity of oslo, norway",NO,,,,,
267,"department of obstetrics and gynecologytrondheim university hospital, norway",NO,,,,,
268,"no-, 7491, trondheim, norway",NO,,,"department of civil and environmental engineering, norwegian university of science and technology (ntnu)",,
269,"and university of oslooslo, norway",NO,,,"department of clinical molecular biology (epigen), division of medicine, akershus university hospital, lørenskog",,
270,"akershus university hospitallørenskog, norway",NO,,,health services research unit,,
271,"university of oslooslo, norway",NO,,,"institute of clinical medicine, campus ahus",,
271,"and university of oslooslo, norway",NO,,,"department of clinical molecular biology (epigen), division of medicine, akershus university hospital, lørenskog",,
272,"and university of oslooslo, norway",NO,,,"department of gastroenterology, division of medicine, akershus university hospital, lørenskog",,
273,"and university of oslooslo, norway",NO,,,"department of gastroenterology, division of medicine, akershus university hospital, lørenskog",,
274,"university of oslooslo, norway",NO,,,"institute of clinical medicine, campus ahus",,
275,"university of oslooslo, norway",NO,,,"institute of clinical medicine, campus ahus",,
