temp_id,address,countries_scope,lat,lon,name,phone,url
82,"norway; university of oslooslo, norway",NO,,,"department of obstetrics, oslo university hospital, oslo",,
83,"oslo university hospitaloslo, norway",NO,,,"department of pathology, norwegian radium hospital",,
84,"norwegian university of science and technologytrondheim, norway",NO,,,department of electronics and telecommunications,,
85,"norwegian university of science and technologytrondheim, norway",NO,,,"department of dermatology, st olav's university hospital hf, trondheim, norway; department of cancer research and molecular medicine, faculty of medicine",,
86,"oslo university hospitaloslo, norway",NO,,,"department of gastric surgery, norwegian radium hospital",,
87,"university of oslooslo, norway",NO,,,"department of pathology, norwegian radium hospital, oslo university hospital, oslo, norway; faculty division, medical faculty",,
88,"pb 124 blindern, 0314, oslo, norway",NO,,,"sintef technology and society, department of health",,
89,"institute of nursing scienceuniversity of oslo, norway",NO,,,,,
90,"rikshospitaletoslo, norway",NO,,,department of pediatric research,,
91,"norway; university of oslooslo, norway",NO,,,"women and children's division, oslo university hospital, rikshospitalet, oslo",,
92,"university of oslooslo, norway",NO,,,faculty of veterinary medicine and bioscience,,
93,"norway; university of oslooslo, norway",NO,,,"women and children's division, oslo university hospital, rikshospitalet, oslo",,
94,"oslo universitetssykehusullevål, norway",NO,,,medisinsk avdeling,,
95,"agricultural university of norwayas, norway",NO,,,department of animal science,,
96,"national institute for alcohol and drug researchoslo, norway",NO,,,,,
97,"university of tromsøtromsø, norway",NO,,,institute of community medicine,,
98,"haukeland university hospitalbergen, norway",NO,,,department of neurology,,
99,"university of bergenbergen, norway",NO,,,department of clinical medicine,,
99,"haukeland university hospitalbergen, norway",NO,,,department of neurology,,
100,"university of bergenbergen, norway",NO,,,department of clinical medicine,,
100,"lytix biopharma asoslo, norway",NO,,,,,
101,"lytix biopharma asoslo, norway",NO,,,,,
102,"lytix biopharma asoslo, norway",NO,,,,,
103,"diakonhjemmets hospitaloslo, norway",NO,,,national resource center for rehabilitation in rheumatology,,
104,"department of community medicineuniversity of tromsø, norway",NO,,,"vinjar fønnebø, phd, is professor of preventive medicine at and director of the national research center in complementary and alternative medicine (nafkam)",,
105,"1432, 5040, as, norway",NO,,,"department of chemistry and biotechnology, agricultural university of norway, po. box ",,
106,"oslo university hospitaloslo, norway",NO,,,"department of oncology, national advisory unit on late effects after cancer treatment",,
107,"university of oslooslo, norway",NO,,,faculty of medicine,,
108,"oslo university hospitaloslo, norway",NO,,,regional centre for excellence in palliative care,,
108,"oslo university hospitaloslo, norway",NO,,,department of medical biochemistry,,
109,"oslo university hospitaloslo, norway",NO,,,department of medical biochemistry,,
110,"university hospital of north norwaytromsø, norway",NO,,,department of oncology,,
111,"oslo university hospitaloslo, norway",NO,,,department of medical biochemistry,,
112,"st. olavs hospitaltrondheim, norway",NO,,,department of oncology,,
113,"norwegian university of science and technologytrondheim, norway",NO,,,department of cancer research and molecular medicine,,
113,"oslo university hospitaloslo, norway",NO,,,"research support services, oslo center for biostatistics and epidemiology",,
114,"haukeland university hospitalbergen, norway",NO,,,department of oncology and medical physics,,
115,"oslo university hospitaloslo, norway",NO,,,department of oncology,,
116,"oslo university hospitaloslo, norway",NO,,,department of oncology,,
117,"university of oslooslo, norway",NO,,,faculty of medicine,,
118,"oslo university hospitaloslo, norway",NO,,,department of respiratory medicine,,
118,"oslo university hospitaloslo, norway",NO,,,department of cardiology,,
119,"oslo university hospitaloslo, norway",NO,,,"department of oncology, national advisory unit on late effects after cancer treatment",,
120,"cancer registry of norwayoslo, norway",NO,,,department of research,,
121,"oslo university hospitaloslo, norway",NO,,,"department of oncology, national advisory unit on late effects after cancer treatment",,
122,"university of oslo, 0315, oslo, norway",NO,,,department of chemistry,,
123,"p.o. box 750 sentrum, 0106, oslo, norway",NO,,,norwegian veterinary institute,,
124,"p.o. box 750 sentrum, 0106, oslo, norway",NO,,,norwegian veterinary institute,,
125,"the norwegian university of science and technology, 7006, n- trondheim, norway",NO,,,"unit for applied clinical research, department of cancer research and molecular medicine",,
126,"5 oslo university hospital, norway",NO,,,,,
127,"norwegian university of life sciencesaas, norway",NO,,,faculty of science and technology,,
128,"norwegian university of life sciencesaas, norway",NO,,,faculty of science and technology,,
129,"university of oslooslo, norway",NO,,,department of physics,,
129,"uit - the arctic university of norway, 9037, n- tromsø, norway",NO,,,hylleraas centre for quantum molecular sciences,,
130,"uit - the arctic university of norway, 9037, n- tromsø, norway",NO,,,department of chemistry,,
130,"uit - the arctic university of norway, 9037, n- tromsø, norway",NO,,,hylleraas centre for quantum molecular sciences,,
131,"uit - the arctic university of norway, 9037, n- tromsø, norway",NO,,,department of chemistry,,
131,"uit - the arctic university of norway, 9037, n- tromsø, norway",NO,,,department of chemistry,,
132,"norwegian university of science and technologytrondheim, norway",NO,,,department of biology,,
133,"vesterålen district psychiatric centrestokmarknes, norway",NO,,,nordland hospital trust,,
134,"rikshospitalet university hospitaloslo, norway",NO,,,department of internal medicine,,
135,"norwegian university of science and technology (ntnu)trondheim, norway",NO,,,"a department of mental health, faculty of medicine and health sciences ",,
136,"norwegian university of science and technology (ntnu)trondheim, norway",NO,,,"b general practice research unit, department of public health sciences and nursing, faculty of medicine and health sciences ",,
137,"norwegian university of science and technology (ntnu)trondheim, norway",NO,,,"a department of mental health, faculty of medicine and health sciences ",,
138,"st. olav's university hospitaltrondheim, norway",NO,,,c department of tiller dps ,,
138,"st. olav's hospitaltrondheim, norway",NO,,,d department of neurology ,,
139,"norwegian university of science and technology (ntnu)trondheim, norway",NO,,,"e department of neuromedicine and movement science, faculty of medicine and health sciences ",,
139,"norwegian university of science and technology (ntnu)trondheim, norway",NO,,,"a department of mental health, faculty of medicine and health sciences ",,
140,"st. olav's hospitaltrondheim, norway",NO,,,f department of psychiatry ,,
140,"university of bergenbergen, norway",NO,,,department for physics and technology,,
141,"university of oslooslo, norway",NO,,,department of physics,,
142,"university of oslooslo, norway",NO,,,department of physics,,
143,"university of oslooslo, norway",NO,,,department of physics,,
144,"university of bergenbergen, norway",NO,,,department for physics and technology,,
145,"university of bergenbergen, norway",NO,,,department for physics and technology,,
146,"university of oslooslo, norway",NO,,,department of physics,,
147,"university of oslooslo, norway",NO,,,department of physics,,
148,"university of oslooslo, norway",NO,,,department of physics,,
149,"university of oslooslo, norway",NO,,,department of physics,,
150,"university of oslooslo, norway",NO,,,department of physics,,
151,"university of bergenbergen, norway",NO,,,department for physics and technology,,
152,"university of bergenbergen, norway",NO,,,department for physics and technology,,
153,"university of bergenbergen, norway",NO,,,department for physics and technology,,
154,"university of bergenbergen, norway",NO,,,department for physics and technology,,
155,"university of bergenbergen, norway",NO,,,department for physics and technology,,
156,"university of oslooslo, norway",NO,,,department of physics,,
157,"university of oslooslo, norway",NO,,,department of physics,,
158,"university of oslooslo, norway",NO,,,department of physics,,
159,"university of oslooslo, norway",NO,,,department of physics,,
160,"university of oslooslo, norway",NO,,,department of physics,,
161,"university of oslooslo, norway",NO,,,department of physics,,
162,"university of oslooslo, norway",NO,,,department of physics,,
163,"university of oslooslo, norway",NO,,,department of physics,,
164,"university of oslooslo, norway",NO,,,department of physics,,
165,"university of oslooslo, norway",NO,,,department of physics,,
166,"university of bergenbergen, norway",NO,,,department for physics and technology,,
167,"university of oslooslo, norway",NO,,,department of physics,,
168,"university of oslooslo, norway",NO,,,department of physics,,
169,"university of bergenbergen, norway",NO,,,department for physics and technology,,
170,"university of bergenbergen, norway",NO,,,department for physics and technology,,
171,"university of bergenbergen, norway",NO,,,department for physics and technology,,
172,"institute of applied social researchoslo, norway",NO,,,,,
173,"university of oslorikshospitalet, norway",NO,,,research institute,,
174,"diakonhjemmet hospitaloslo, norway",NO,,,"national resource center for rehabilitation in rheumatology, department of rheumatology",,
175,"university of oslooslo, norway",NO,,,department of biostatistics,,
176,"university of oslooslo, norway",NO,,,department of biostatistics,,
177,"bergenbio asbergen, norway",NO,,,,,
178,"university of bergenbergen, norway",NO,,,"department of biomedicine, centre for cancer biomarkers, norwegian centre of excellence",,
179,"stakkevollveien 23, 9010, no- tromsø, norway",NO,,,"the norwegian school of veterinary science, department of food safety and infection biology, section of arctic veterinary medicine",,
180,"radiumhospitaletoslo, norway",NO,,,"department of cancer genetics, institute for cancer research, oslo university hospital",,
181,"university of oslo (uio)oslo, norway",NO,,,"institute of clinical medicine, k.g. jebsen center for breast cancer research, faculty of medicine",,
182,"university of oslo (uio)oslo, norway",NO,,,"department of clinical molecular biology (epigen), akershus university hospital",,
181,"radiumhospitaletoslo, norway",NO,,,"department of cancer genetics, institute for cancer research, oslo university hospital",,
182,"radiumhospitaletoslo, norway",NO,,,"department of cancer genetics, institute for cancer research, oslo university hospital",,
183,"radiumhospitaletoslo, norway",NO,,,"department of cancer genetics, institute for cancer research, oslo university hospital",,
184,"university of oslo (uio)oslo, norway",NO,,,"institute of clinical medicine, k.g. jebsen center for breast cancer research, faculty of medicine",,
184,"university of bergen, 5008, n- bergen, norway",NO,,,"computational biology unit, bccs",,
185,"university of bergen, 5008, bergen, norway",NO,,,"computational biology unit, bergen center for computational science",,
186,"university of osloblindern, norway",NO,,,institute of biochemistry,,
187,"university of tromsøtromsø, norway",NO,,,department of psychology,,
188,"department of biomedicine; university of bergen; bergen, norway",NO,,,,,
189,"kirkev 166, 0407, oslo, norway",NO,,,"orthopaedic centre, ullevål university hospital",,
190,"university of tromsøtromsø, norway",NO,,,institute of community medicine,,
191,"university of bergen and the norwegian institute of public healthbergen, norway",NO,,,"medical birth registry of norway, locus of registry based epidemiology",,
192,"oslo university hospitaloslo, norway",NO,,,department of dermatology,,
193,"oslo centre for biostatistics and epidemiology, norway",NO,,,,,
194,"oslo university hospitaloslo, norway",NO,,,the intervention centre,,
195,"the norwegian medical cyclotron centreoslo, norway",NO,,,,,
195,"haukeland university hospital, 5021, bergen, norway",NO,,,department of obstetrics and gynecology,,
196,"department of paediatricsuniversity hospital of trondheim, norway",NO,,,,,
197,"fram centre, 9296, no- tromsø, norway",NO,,,"norwegian institute for nature research, nina",,
198,"fram centre, 9296, no- tromsø, norway",NO,,,"norwegian institute for nature research, nina",,
199,"fram centre, 9296, no- tromsø, norway",NO,,,"norwegian institute for air research, nilu",,
200,"fram centre, 9296, no- tromsø, norway",NO,,,norwegian polar research institute,,
201,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
202,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
202,"oslo university hospitaloslo, norway",NO,,,c department of medical genetics ,,
203,"university of bergenbergen, norway",NO,,,"d norment, kg jebsen centre for psychosis research, department of clinical science ",,
203,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
204,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
205,"oslo university hospitaloslo, norway",NO,,,c department of medical genetics ,,
206,"university of bergenbergen, norway",NO,,,"d norment, kg jebsen centre for psychosis research, department of clinical science ",,
207,"e department of psychologyuniversity of oslo, norway",NO,,,,,
204,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
205,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
206,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
207,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
208,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
208,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
209,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
210,"diakonhjemmet hospitaloslo, norway",NO,,,h department of psychiatric research ,,
209,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
210,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
210,"institute of clinical medicineuniversity of oslo, norway",NO,,,a norment ,,
211,"oslo university hospitaloslo, norway",NO,,,"b norment, division of mental health and addiction ",,
211,"oslo university hospital, 0310, n- oslo, norway",NO,,,"division of pathology, norwegian radium hospital",,
212,"oslo university hospitaloslo, norway",NO,,,"k.g jebsen centre for influenza vaccine research, institute of clinical medicine, university of oslo, oslo, norway; institute of immunology",,
213,"norwegian institute of public healthoslo, norway",NO,,,"department of laboratory services, norwegian veterinary institute, oslo, norway; division of infectious disease control",,
214,"oslo university hospitaloslo, norway",NO,,,"k.g jebsen centre for influenza vaccine research, institute of clinical medicine, university of oslo, oslo, norway; institute of immunology",,
215,"university of oslooslo, norway",NO,,,"k.g jebsen centre for influenza vaccine research, institute of clinical medicine, university of oslo, oslo, norway; institute of immunology, oslo university hospital, oslo, norway; centre for immune regulation, faculty of medicine",,
216,"institute of community medicineuniversity of tromsø, norway",NO,,,,,
217,"university of oslooslo, norway",NO,,,b centre of medical ethics ,,
218,"university of oslooslo, norway",NO,,,b centre of medical ethics ,,
219,"norwegian university of science and technologygjøvik, norway",NO,,,c institute for the health sciences ,,
219,"allégaten 41, 5007, n- bergen, norway",NO,,,"department of chemistry, university of bergen",,
220,"the norwegian school of veterinary scienceoslo, norway",NO,,,department of production animal clinics and sciences,,
221,"østfold hospital trustfredrikstad, norway",NO,,,department of medical biochemistry,,
222,"oslo university hospitaloslo, norway",NO,,,department of rheumatology,,
223,"oslo university hospitaloslo, norway",NO,,,research institute of internal medicine,,
224,"oslo university hospitaloslo, norway",NO,,,department of haematology,,
224,"oslo university hospitaloslo, norway",NO,,,department of obstetrics and gynaecology,,
225,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
225,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
226,"oslo university hospitaloslo, norway",NO,,,department of immunology,,
226,"oslo university hospitaloslo, norway",NO,,,research institute of internal medicine,,
227,"oslo university hospitaloslo, norway",NO,,,department of haematology,,
228,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
227,"oslo university hospitaloslo, norway",NO,,,department of haematology,,
228,"university of oslooslo, norway",NO,,,institute of clinical medicine,,
228,"p.o. box, 5003, 1432 ås, norway",NO,,,"departments of animal and aquaculture sciences, norwegian university of life sciences",,
229,"cancer registry of norwayoslo, norway",NO,,,department of research,,
230,"cancer registry of norwayoslo, norway",NO,,,department of research,,
231,"cancer registry of norwayoslo, norway",NO,,,department of research,,
232,"cancer registry of norwayoslo, norway",NO,,,department of registration,,
233,"cancer registry of norwayoslo, norway",NO,,,department of registration,,
234,"møre and romsdal hospital trustålesund, norway",NO,,,department of research and innovation,,
234,"cancer registry of norwayoslo, norway",NO,,,department of research,,
235,"norwegian university of science and technology, 7491, no- trondheim, norway",NO,,,department of biology,,
236,"norwegian institute of public healthoslo, norway",NO,,,,,
237,"norwegian institute of public healthoslo, norway",NO,,,,,
238,"diakonova university collegeoslo, norway",NO,,,,,
239,"norwegian institute of public healthoslo, norway",NO,,,,,
240,"engebrets vei 3, 0275, oslo, norway",NO,,,biovotec as,,
241,"the faculty of medicine, 7491, trondheim, norway",NO,,,"kavli institute for systems neuroscience, centre for neural computation, ntnu norwegian university of science and technology",,
242,"the faculty of medicine, 7491, trondheim, norway",NO,,,"kavli institute for systems neuroscience, centre for neural computation, ntnu norwegian university of science and technology",,
243,"department of biologyuniversity of bergen, norway",NO,,,,,
244,"university of oslo, 0424, oslo, norway",NO,,,"department of hematology, oslo university hospital, no- oslo, norway; research institute of internal medicine, oslo university hospital, no- oslo, norway; institute of clinical medicine",,
245,"oslo university hospital, 0379, no- oslo, norway",NO,,,"core facility for advanced light microscopy, institute for cancer research",,
246,"oslo university hospital, 0424, no- oslo, norway",NO,,,"department of hematology, oslo university hospital, no- oslo, norway; research institute of internal medicine",,
247,"university of oslo, 0316, no- oslo, norway",NO,,,department of biosciences,,
248,"oslo university hospital, 0349, n-0424 oslo, norway",NO,,,"center for molecular medicine norway (ncmm), nordic embl partnership university of oslo, no- oslo, norway; institute for experimental medical research",,
249,"university of oslo, 0316, no- oslo, norway",NO,,,department of biosciences,,
250,"university of oslo, 0424, oslo, norway",NO,,,"department of hematology, oslo university hospital, no- oslo, norway; research institute of internal medicine, oslo university hospital, no- oslo, norway; institute of clinical medicine",,
251,"oslo university hospital, 0424, no- oslo, norway",NO,,,"department of hematology, oslo university hospital, no- oslo, norway; research institute of internal medicine",,
252,"university of bergen medical schoolhaukeland hospital, norway",NO,,,department of neurosurgery,,
253,"department of gynecology and obstetricstrondheim university hospital, norway",NO,,,,,
254,"national hospitaloslo, norway",NO,,,"department of radiology, rikshospitalet",,
255,"university of tromsøtromsø, norway",NO,,,"department of social science and marketing, the norwegian college of fishery science",,
256,"institute of physiologyuniversity of oslo, norway",NO,,,,,
257,"university of oslo, 0317, oslo, norway",NO,,,department of anatomy,,
258,"rikshopitalet university hospitaloslo, norway",NO,,,department of medicine and surgery,,
259,"gade instituteuniversity of bergen, norway",NO,,,department of dermatology,,
260,"norwegian university of science and technologytrondheim, norway",NO,,,department of psychology,,
261,"deaconess university hospitalbergen, norway",NO,,,1 department of orthopedics,,
262,"aleris nesttun hospitalbergen, norway",NO,,,2 department of orthopedics,,
263,"university of bergenbergen, norway",NO,,,"3 department of clinical medicine, faculty of medicine and dentistry",,
262,"aleris nesttun hospitalbergen, norway",NO,,,2 department of orthopedics,,
263,"deaconess university hospitalbergen, norway",NO,,,1 department of orthopedics,,
264,"the arctic university of norway, 9037, tromsø, norway",NO,,,department of clinical dentistry/faculty of health sciences,,
265,"ullevaal university hospitaloslo, norway",NO,,,department of cardiology,,
266,"thormøhlensgt. 55, 5008, bergen, norway",NO,,,"slcr-sea lice research center, department of biology, university of bergen",,
267,"institute of marine research, 5817, bergen, norway",NO,,,slcr-sea lice research center,,
268,"thormøhlensgt. 55, 5008, bergen, norway",NO,,,"slcr-sea lice research center, department of biology, university of bergen",,
269,"thormøhlensgt. 55, 5008, bergen, norway",NO,,,"slcr-sea lice research center, department of biology, university of bergen",,
270,"university of bergenbergen, norway",NO,,,department of psychosocial sciences,,
271,"university of oslooslo, norway",NO,,,"the intervention centre, oslo university hospital, oslo, norway institute of clinical medicine, faculty of medicine",,
272,"oslo university hospitaloslo, norway",NO,,,"the intervention centre, oslo university hospital, oslo, norway department of cardiology",,
273,"oslo university hospitaloslo, norway",NO,,,"the intervention centre, oslo university hospital, oslo, norway department of anaesthesiology",,
274,"oslo university hospitaloslo, norway",NO,,,department of cardiology,,
275,"university of oslooslo, norway",NO,,,"the intervention centre, oslo university hospital, oslo, norway department of informatics, faculty of mathematics and natural sciences",,
